Latitude,Longitude,Altitude,Time,Segment
-34.56648723,-58.48987088,38.900001525878906,2021-06-12T11:36:14Z,
-34.56644294,-58.48978091,38.0,2021-06-12T11:36:16Z,
-34.56638067,-58.48970087,38.0,2021-06-12T11:36:18Z,
-34.56632891,-58.48958938,37.599998474121094,2021-06-12T11:36:20Z,
-34.56624872,-58.48942888,37.900001525878906,2021-06-12T11:36:21Z,
-34.56619226,-58.48923256,38.099998474121094,2021-06-12T11:36:23Z,
-34.56610853,-58.48899856,37.5,2021-06-12T11:36:25Z,
-34.56602782,-58.48879601,36.5,2021-06-12T11:36:27Z,
-34.56597641,-58.48863016,36.900001525878906,2021-06-12T11:36:31Z,
-34.56594655,-58.48855859,37.5,2021-06-12T11:36:33Z,
-34.56593802,-58.48856892,39.20000076293945,2021-06-12T11:36:35Z,
-34.56595151,-58.48858929,41.400001525878906,2021-06-12T11:36:39Z,
-34.56595432,-58.48860249,44.900001525878906,2021-06-12T11:36:44Z,
-34.56595193,-58.48858787,43.29999923706055,2021-06-12T11:37:26Z,
-34.56584862,-58.48856282,44.099998474121094,2021-06-12T11:37:28Z,
-34.56574045,-58.4885927,44.20000076293945,2021-06-12T11:37:30Z,
-34.5656248,-58.4886563,44.0,2021-06-12T11:37:32Z,
-34.56550018,-58.48875457,44.0,2021-06-12T11:37:34Z,
-34.56532663,-58.48886644,44.400001525878906,2021-06-12T11:37:36Z,
-34.56513113,-58.48904211,43.5,2021-06-12T11:37:38Z,
-34.56497031,-58.48921789,43.099998474121094,2021-06-12T11:37:40Z,
-34.5647873,-58.48937747,42.0,2021-06-12T11:37:42Z,
-34.56460836,-58.48953862,42.5,2021-06-12T11:37:43Z,
-34.56443158,-58.48969049,41.79999923706055,2021-06-12T11:37:45Z,
-34.56426036,-58.48983734,41.400001525878906,2021-06-12T11:37:47Z,
-34.56420302,-58.48987602,40.599998474121094,2021-06-12T11:37:49Z,
-34.56412154,-58.48994349,40.70000076293945,2021-06-12T11:37:51Z,
-34.56411158,-58.48995677,40.70000076293945,2021-06-12T11:37:53Z,
-34.56409652,-58.48996308,40.900001525878906,2021-06-12T11:37:55Z,
-34.56408835,-58.48997102,40.79999923706055,2021-06-12T11:38:04Z,
-34.56407767,-58.48997565,41.0,2021-06-12T11:38:42Z,
-34.5639937,-58.49004552,40.900001525878906,2021-06-12T11:38:44Z,
-34.563868,-58.49013513,41.70000076293945,2021-06-12T11:38:46Z,
-34.56374129,-58.49023424,41.29999923706055,2021-06-12T11:38:48Z,
-34.56357782,-58.49035755,41.400001525878906,2021-06-12T11:38:50Z,
-34.56343163,-58.49045613,41.400001525878906,2021-06-12T11:38:52Z,
-34.56331715,-58.49053623,40.70000076293945,2021-06-12T11:38:54Z,
-34.56319003,-58.49062936,40.20000076293945,2021-06-12T11:38:56Z,
-34.5630877,-58.4907002,39.79999923706055,2021-06-12T11:38:58Z,
-34.56300337,-58.49074229,39.400001525878906,2021-06-12T11:39:00Z,
-34.56293347,-58.49077253,40.099998474121094,2021-06-12T11:39:01Z,
-34.56292237,-58.49077826,40.900001525878906,2021-06-12T11:39:03Z,
-34.56288924,-58.49080299,40.599998474121094,2021-06-12T11:39:05Z,
